index,split,image,label,action,timestamp
453,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/istockphoto-997647142-612x612-jpg-5dhbrt7k-ingestion-585c5dcfbb-qz9dm_jpg.rf.c668e21a4cf9011f57827414d57f9267.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/istockphoto-997647142-612x612-jpg-5dhbrt7k-ingestion-585c5dcfbb-qz9dm_jpg.rf.c668e21a4cf9011f57827414d57f9267.txt,keep,2026-01-02T17:06:51.450323
454,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_0_jpg.rf.bd98acfa20c3e6a6df585ead1530e8b3.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_0_jpg.rf.bd98acfa20c3e6a6df585ead1530e8b3.txt,keep,2026-01-02T17:06:52.826472
455,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_199-jpg-5dhbs2ac-ingestion-585c5dcfbb-qz9dm_jpg.rf.ae559b9f733a25bb5b0fb2c0812c5ebd.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_199-jpg-5dhbs2ac-ingestion-585c5dcfbb-qz9dm_jpg.rf.ae559b9f733a25bb5b0fb2c0812c5ebd.txt,reject_move,2026-01-02T17:06:54.314410
456,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_318-jpg-5dhbs0og-ingestion-585c5dcfbb-tbfh5_jpg.rf.326f48a3e25dfafeeaf750205c1a99ce.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_318-jpg-5dhbs0og-ingestion-585c5dcfbb-tbfh5_jpg.rf.326f48a3e25dfafeeaf750205c1a99ce.txt,keep,2026-01-02T17:06:55.433994
457,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_440_jpg.rf.0396814a002a9651e2a0f51358a8bfab.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_440_jpg.rf.0396814a002a9651e2a0f51358a8bfab.txt,keep,2026-01-02T17:06:56.610674
458,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_509_jpg.rf.2188bbb320a457ca6ebe9b0fc0903625.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_509_jpg.rf.2188bbb320a457ca6ebe9b0fc0903625.txt,keep,2026-01-02T17:06:57.802394
459,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_509_jpg.rf.85e8238b19abb03f3e8c7bc0b2034a2e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_509_jpg.rf.85e8238b19abb03f3e8c7bc0b2034a2e.txt,keep,2026-01-02T17:06:59.090457
460,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_509_jpg.rf.8afa2754eeb14b1cd1f08090a42e6896.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_509_jpg.rf.8afa2754eeb14b1cd1f08090a42e6896.txt,keep,2026-01-02T17:07:00.137988
461,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_727_jpg.rf.da21a7344ec8b72856fb6c312369257e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_727_jpg.rf.da21a7344ec8b72856fb6c312369257e.txt,keep,2026-01-02T17:07:02.226537
462,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_729_jpg.rf.25a6b1b7561b68a047bbd7d1d9c9eca7.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_729_jpg.rf.25a6b1b7561b68a047bbd7d1d9c9eca7.txt,reject_move,2026-01-02T17:07:03.698088
463,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_758-jpg-5dhbs1dn-ingestion-585c5dcfbb-qz9dm_jpg.rf.bb3077231b7559d25bd3aeb8b43e81e8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_758-jpg-5dhbs1dn-ingestion-585c5dcfbb-qz9dm_jpg.rf.bb3077231b7559d25bd3aeb8b43e81e8.txt,keep,2026-01-02T17:10:32.350772
464,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_758_jpg.rf.119f045cdd1b9fe7415a011d5b8591e4.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_758_jpg.rf.119f045cdd1b9fe7415a011d5b8591e4.txt,keep,2026-01-02T17:10:32.814897
465,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_772_jpg.rf.220fa7abd71b113fee9cb5371384d4bc.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_772_jpg.rf.220fa7abd71b113fee9cb5371384d4bc.txt,reject_move,2026-01-02T17:10:37.631624
466,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_787_jpg.rf.7eaafefe380d2ba273a7deed58ae8a5b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_787_jpg.rf.7eaafefe380d2ba273a7deed58ae8a5b.txt,reject_move,2026-01-02T17:10:39.175122
467,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_865_jpg.rf.0173deb7957fc9f5a88e78ba236ce004.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_865_jpg.rf.0173deb7957fc9f5a88e78ba236ce004.txt,keep,2026-01-02T17:10:41.191398
468,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_865_jpg.rf.87324436bd0fd05ac5fde79f1ddb7d9d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_865_jpg.rf.87324436bd0fd05ac5fde79f1ddb7d9d.txt,keep,2026-01-02T17:10:42.830823
469,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_868_jpg.rf.b7c4cd2d48fda8ea32baadcf25510127.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_868_jpg.rf.b7c4cd2d48fda8ea32baadcf25510127.txt,keep,2026-01-02T17:10:43.630666
470,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_9-jpg-5dhbserj-ingestion-585c5dcfbb-qz9dm_jpg.rf.55fd43104b3eeea3ad391dc0dabc0c06.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_9-jpg-5dhbserj-ingestion-585c5dcfbb-qz9dm_jpg.rf.55fd43104b3eeea3ad391dc0dabc0c06.txt,keep,2026-01-02T17:10:44.455528
471,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_954_jpg.rf.1e6c62aae0f4bc674aeb675014bfb3d0.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_954_jpg.rf.1e6c62aae0f4bc674aeb675014bfb3d0.txt,reject_move,2026-01-02T17:10:46.063416
472,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_954_jpg.rf.a6dd904d930b8d2fb3403496912d3240.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_954_jpg.rf.a6dd904d930b8d2fb3403496912d3240.txt,reject_move,2026-01-02T17:10:46.591166
473,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_954_jpg.rf.c0c1cc562ba70345ac36beb23ce4d650.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_954_jpg.rf.c0c1cc562ba70345ac36beb23ce4d650.txt,reject_move,2026-01-02T17:10:47.206817
474,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_958-jpg-5dhbsclf-ingestion-585c5dcfbb-tbfh5_jpg.rf.cca61267d59d34644ad8707db294541d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_958-jpg-5dhbsclf-ingestion-585c5dcfbb-tbfh5_jpg.rf.cca61267d59d34644ad8707db294541d.txt,keep,2026-01-02T17:10:52.030837
475,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_959-jpg-5dhbsc0a-ingestion-585c5dcfbb-tbfh5_jpg.rf.7415ca7eba38168a526c9d8b67884c13.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_959-jpg-5dhbsc0a-ingestion-585c5dcfbb-tbfh5_jpg.rf.7415ca7eba38168a526c9d8b67884c13.txt,reject_move,2026-01-02T17:10:54.934851
476,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_991_jpg.rf.dc69815a4a63cf149da11c4ea776e3fe.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_991_jpg.rf.dc69815a4a63cf149da11c4ea776e3fe.txt,keep,2026-01-02T17:11:04.598437
477,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_995_jpg.rf.d373648581795676a312663816fa90d7.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_995_jpg.rf.d373648581795676a312663816fa90d7.txt,reject_move,2026-01-02T17:11:06.038466
478,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_999-jpg-5dhbsgs0-ingestion-585c5dcfbb-qz9dm_jpg.rf.3fbd9e5af582e2318600752d78216f4e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_999-jpg-5dhbsgs0-ingestion-585c5dcfbb-qz9dm_jpg.rf.3fbd9e5af582e2318600752d78216f4e.txt,keep,2026-01-02T17:11:10.519179
479,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_a_26_png-jpg-5dhbshh5-ingestion-585c5dcfbb-qz9dm_jpg.rf.6e317177179919748b83d7dc4391c668.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_a_26_png-jpg-5dhbshh5-ingestion-585c5dcfbb-qz9dm_jpg.rf.6e317177179919748b83d7dc4391c668.txt,reject_move,2026-01-02T17:11:12.015094
480,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_a_mp4-105-jpg-5dhbsi5u-ingestion-585c5dcfbb-qz9dm_jpg.rf.4af0c8b64919f3ea2dbaef2df6214291.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_a_mp4-105-jpg-5dhbsi5u-ingestion-585c5dcfbb-qz9dm_jpg.rf.4af0c8b64919f3ea2dbaef2df6214291.txt,keep,2026-01-02T17:11:14.134848
481,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/meter_a_mp4-159-jpg-5dhbsiu9-ingestion-585c5dcfbb-qz9dm_jpg.rf.b5e5302f399cdaeb47d2bc7d5f77fc73.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/meter_a_mp4-159-jpg-5dhbsiu9-ingestion-585c5dcfbb-qz9dm_jpg.rf.b5e5302f399cdaeb47d2bc7d5f77fc73.txt,keep,2026-01-02T17:11:15.407069
482,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/meter_b_32_png-jpg-5dhbsoej-ingestion-585c5dcfbb-qz9dm_jpg.rf.1c2139fffa430ed270a7068cd91d77d6.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/meter_b_32_png-jpg-5dhbsoej-ingestion-585c5dcfbb-qz9dm_jpg.rf.1c2139fffa430ed270a7068cd91d77d6.txt,reject_move,2026-01-02T17:11:16.470318
483,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/nathan-dumlao-UjhD6MU0ruc-unsplash_jpg.rf.0931a9c91b5874074bdc08c5d323d078.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/nathan-dumlao-UjhD6MU0ruc-unsplash_jpg.rf.0931a9c91b5874074bdc08c5d323d078.txt,reject_move,2026-01-02T17:11:17.494769
484,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/oil-36-jpg-5dhbsrhm-ingestion-585c5dcfbb-qz9dm_jpg.rf.ffc209a5a8024bd96aa9e60898251ac9.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/oil-36-jpg-5dhbsrhm-ingestion-585c5dcfbb-qz9dm_jpg.rf.ffc209a5a8024bd96aa9e60898251ac9.txt,keep,2026-01-02T17:11:19.686374
485,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/out2_mp4-0012-jpg-5dhbt026-ingestion-585c5dcfbb-qz9dm_jpg.rf.c03ad1c0a930e647fd8512a80c11d3a4.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/out2_mp4-0012-jpg-5dhbt026-ingestion-585c5dcfbb-qz9dm_jpg.rf.c03ad1c0a930e647fd8512a80c11d3a4.txt,keep,2026-01-02T17:11:20.702317
486,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/out2_mp4-0031-jpg-5dhbt44s-ingestion-585c5dcfbb-qz9dm_jpg.rf.11ce956a28cbbe42df354fa7d820cb13.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/out2_mp4-0031-jpg-5dhbt44s-ingestion-585c5dcfbb-qz9dm_jpg.rf.11ce956a28cbbe42df354fa7d820cb13.txt,keep,2026-01-02T17:11:21.622779
487,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/out2_mp4-0034-jpg-5dhbt4bu-ingestion-585c5dcfbb-tbfh5_jpg.rf.e26cc7fb5d84a2702e44f41d04697689.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/out2_mp4-0034-jpg-5dhbt4bu-ingestion-585c5dcfbb-tbfh5_jpg.rf.e26cc7fb5d84a2702e44f41d04697689.txt,keep,2026-01-02T17:11:22.950482
488,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_103_jpg.rf.a9a1c6c5bcbaba544a2e00a5d20990fc.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_103_jpg.rf.a9a1c6c5bcbaba544a2e00a5d20990fc.txt,reject_move,2026-01-02T17:11:23.870073
489,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_103_jpg.rf.f299821eb72cd1b1e5515b391b506bda.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_103_jpg.rf.f299821eb72cd1b1e5515b391b506bda.txt,reject_move,2026-01-02T17:11:24.734816
490,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_104_jpg.rf.41cff9719056e3bc9eec4c453878420e.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_104_jpg.rf.41cff9719056e3bc9eec4c453878420e.txt,keep,2026-01-02T17:11:27.774025
491,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_107_jpg.rf.65059079cb9b3c5a718dc7efa2ef1bf8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_107_jpg.rf.65059079cb9b3c5a718dc7efa2ef1bf8.txt,keep,2026-01-02T17:11:29.086860
492,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_110_jpg.rf.1f70dbf5e0c29e30e9d4370a0fe0e517.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_110_jpg.rf.1f70dbf5e0c29e30e9d4370a0fe0e517.txt,reject_move,2026-01-02T17:11:30.390313
493,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_111_jpg.rf.4ab89c459a029eebf0d3055315cc4a2b.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_111_jpg.rf.4ab89c459a029eebf0d3055315cc4a2b.txt,reject_move,2026-01-02T17:11:31.406087
494,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_112_jpg.rf.2ad42b9da84393e3c1d289f74c403dfb.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_112_jpg.rf.2ad42b9da84393e3c1d289f74c403dfb.txt,keep,2026-01-02T17:11:32.926543
495,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_112_jpg.rf.499df3a6a7b46b0c6d681c017e3ead4c.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_112_jpg.rf.499df3a6a7b46b0c6d681c017e3ead4c.txt,keep,2026-01-02T17:11:34.037940
496,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_112_jpg.rf.b7275741ac383f57c4bb8670059bdcb5.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_112_jpg.rf.b7275741ac383f57c4bb8670059bdcb5.txt,keep,2026-01-02T17:11:34.782807
497,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_112_jpg.rf.eae47052c00c99a4539cf75761f6ae5a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_112_jpg.rf.eae47052c00c99a4539cf75761f6ae5a.txt,keep,2026-01-02T17:11:36.022403
498,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_113_jpg.rf.fab9e53aa29557a2f359bc9234b22bd4.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_113_jpg.rf.fab9e53aa29557a2f359bc9234b22bd4.txt,reject_move,2026-01-02T17:11:36.918817
499,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_118_jpg.rf.8454df51c1d4acfd722cff6906c3eee2.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_118_jpg.rf.8454df51c1d4acfd722cff6906c3eee2.txt,reject_move,2026-01-02T17:11:41.606094
500,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_11_jpg.rf.d380ee5f7260362f5f0ff8c438ac57ee.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_11_jpg.rf.d380ee5f7260362f5f0ff8c438ac57ee.txt,keep,2026-01-02T17:11:43.350434
501,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_11_jpg.rf.e8874291d922a25074289c8d88665c6c.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_11_jpg.rf.e8874291d922a25074289c8d88665c6c.txt,keep,2026-01-02T17:11:59.310361
502,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_123_jpg.rf.33e75d1e4daf14f577d2251cf5bc207a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_123_jpg.rf.33e75d1e4daf14f577d2251cf5bc207a.txt,reject_move,2026-01-02T17:12:02.150177
503,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_123_jpg.rf.34a9e274acdddc081ee08d248238e704.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_123_jpg.rf.34a9e274acdddc081ee08d248238e704.txt,reject_move,2026-01-02T17:12:22.590006
504,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_123_jpg.rf.d28aaa09a3b20324eca9969b1225bb95.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_123_jpg.rf.d28aaa09a3b20324eca9969b1225bb95.txt,reject_move,2026-01-02T17:12:23.830066
505,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_125_jpg.rf.dcbd3c026136aff0971a12cba87ed1c8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_125_jpg.rf.dcbd3c026136aff0971a12cba87ed1c8.txt,reject_move,2026-01-02T17:12:50.381017
506,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_125_jpg.rf.ff5923a1be907e7aa8e534ce3788cde8.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_125_jpg.rf.ff5923a1be907e7aa8e534ce3788cde8.txt,reject_move,2026-01-02T17:12:51.044937
507,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_126_jpg.rf.8fcefc003d1e57f3b145464915aa4722.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_126_jpg.rf.8fcefc003d1e57f3b145464915aa4722.txt,reject_move,2026-01-02T17:12:51.837227
508,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_128_jpg.rf.4fde0c3208ede280d44f675a529674af.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_128_jpg.rf.4fde0c3208ede280d44f675a529674af.txt,keep,2026-01-02T17:12:52.885588
509,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_13-jpg-5dhbtj54-ingestion-585c5dcfbb-ltlqg_jpg.rf.96f18def62f75ea01ce4b7ff4276be7a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_13-jpg-5dhbtj54-ingestion-585c5dcfbb-ltlqg_jpg.rf.96f18def62f75ea01ce4b7ff4276be7a.txt,reject_move,2026-01-02T17:12:55.813566
510,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_130_jpg.rf.52a84e88a715eae9e117a512a516615a.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_130_jpg.rf.52a84e88a715eae9e117a512a516615a.txt,reject_move,2026-01-02T17:12:57.092928
511,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_130_jpg.rf.8a1263cba300fef05f656b5012e36762.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_130_jpg.rf.8a1263cba300fef05f656b5012e36762.txt,reject_move,2026-01-02T17:12:57.941529
512,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_130_jpg.rf.fd049d6f23aa1bf75975d01d5b4fe789.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_130_jpg.rf.fd049d6f23aa1bf75975d01d5b4fe789.txt,reject_move,2026-01-02T17:12:58.660575
513,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_134_jpg.rf.0f78804deb1ff46c84557f293a1541c1.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_134_jpg.rf.0f78804deb1ff46c84557f293a1541c1.txt,keep,2026-01-02T17:12:59.812928
514,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_134_jpg.rf.3cf3fcfba027410ca9515e0992f1959d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_134_jpg.rf.3cf3fcfba027410ca9515e0992f1959d.txt,keep,2026-01-02T17:13:01.676699
515,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_139_jpg.rf.1d40af25e8fb555738f78abf4b98f10d.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_139_jpg.rf.1d40af25e8fb555738f78abf4b98f10d.txt,reject_move,2026-01-02T17:13:02.709419
516,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/images/pressureGauge_13_jpg.rf.32603746e779152cf902dff8db4e6eaa.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/test/labels/pressureGauge_13_jpg.rf.32603746e779152cf902dff8db4e6eaa.txt,keep,2026-01-02T17:13:03.820514
517,test,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/images/pressureGauge_13_jpg.rf.5f3b8123740ae9a2daf7f3e6da7128d3.jpg,/home/itemhsu/amtk/gaugeReader/yolo_dataset_1c4p_9k5p1/rejected/test/labels/pressureGauge_13_jpg.rf.5f3b8123740ae9a2daf7f3e6da7128d3.txt,reject_move,2026-01-02T17:13:05.549413
